SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Unnamed: 95,Unnamed: 96,TEST_INDEX
2024SP,20228,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ANZ,431,A,Modalities Equine Assisted Srv,2.0,14:15:00,16:15:00,-,Y,-,-,-,Unknown,Unknown,PCCC,101,LEC,H. Suthers,3.0,10.0,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,2.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19394,2151,ANZ-431-A,"01/23/2024-05/07/2024 Lecture Tuesday 02:15PM - 04:15PM, Perkins Call Canine Center, Room 101",Jan 23 2024,May  7 2024,Unknown,Unknown,45
2024SP,20229,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ANZ,431L,A,Modalities Equine Assisted Lab,1.0,14:30:00,16:30:00,-,-,-,Y,-,Unknown,Unknown,EQCT,EQCT,LAB,H. Suthers,3.0,10.0,10.0,Unknown,Unknown,Unknown,300.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,12.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19395,2480,ANZ-431L-A,"01/18/2024-05/09/2024 Lab Thursday 02:30PM - 04:30PM, ANZ Equine Center, Room EQCT",Jan 18 2024,May  9 2024,Unknown,Unknown,46
2024SP,20230,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ANZ,442,A,The Science of Animal Welfare,3.0,17:15:00,18:30:00,Y,-,Y,-,-,Unknown,Unknown,PCCC,101,LEC,"M. Demello, T. Szymanski",18.0,26.0,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19396,1858,ANZ-442-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Perkins Call Canine Center, Room 101",Jan 17 2024,May  8 2024,Unknown,Unknown,47
2024SP,20817,A,"The class will offer graduating seniors the opportunity toýexplore contemporary issues in theýfield of Anthrozoology through small group discussions. Studentsýwill learn to link theýtheoretical concepts that they have learned throughout theýcurriculum with the practicalýapplication of those concepts. The course will cover topics inýthe field that are new, exciting,ýand/or of particular relevance.ýThis seminar will carry one unit credit, students are gradedýP/NP, and the class will meet for 1ýhour per week.",Unknown,Jan 17 2024,May  9 2024,ANZ,489,A,Special Topic,1.0,16:00:00,16:50:00,-,-,Y,-,-,Unknown,Unknown,PCCC,101,LEC,M. Demello,4.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19962,1981,ANZ-489-A,"01/17/2024-05/08/2024 Lecture Wednesday 04:00PM - 04:50PM, Perkins Call Canine Center, Room 101",Jan 17 2024,May  8 2024,Unknown,Unknown,53
2024SP,20243,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ART,112,A,Drawing,3.0,14:15:00,15:30:00,Y,-,Y,-,-,Unknown,Unknown,STCH,34,LEC,M. Thomas,18.0,18.0,18.0,Unknown,Unknown,Unknown,35.0,Unknown,Unknown,Unknown,Unknown,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,N,Y,10.0,3.0,Y,2024SP,19409,17,ART-112-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, St. Charles Hall, Room 034 (more)...",Jan 17 2024,May  8 2024,Unknown,Unknown,55
2024SP,20244,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ART,113,A,Digital Photography,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,114,LEC,G. Thompson,20.0,19.0,19.0,Unknown,Unknown,Unknown,75.0,Unknown,Unknown,Unknown,Unknown,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,N,Y,10.0,3.0,Y,2024SP,19410,777,ART-113-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 114",Jan 18 2024,May  9 2024,Unknown,Unknown,57
2024SP,20245,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ART,113,B,Digital Photography,3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,114,LEC,G. Thompson,21.0,20.0,20.0,Unknown,Unknown,Unknown,75.0,Unknown,Unknown,Unknown,Unknown,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,N,Y,10.0,3.0,Y,2024SP,19411,777,ART-113-B,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 114",Jan 18 2024,May  9 2024,Unknown,Unknown,58
2024SP,20247,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ART,206,A,Watercolor Painting,3.0,15:45:00,17:00:00,Y,-,Y,-,-,Unknown,Unknown,STCH,34,LEC,M. Thomas,17.0,16.0,16.0,Unknown,Unknown,Unknown,40.0,Unknown,Unknown,Unknown,Unknown,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,N,Y,10.0,3.0,Y,2024SP,19413,24,ART-206-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, St. Charles Hall, Room 034 (more)...",Jan 17 2024,May  8 2024,Unknown,Unknown,60
2024SP,20341,A,Unknown,Unknown,Jan 17 2024,May  9 2024,AS,102,A,Astronomy,3.0,13:00:00,13:50:00,-,-,Y,-,Y,Unknown,Unknown,SIMP,101,LEC,K. Cline,28.0,45.0,45.0,Unknown,Unknown,Unknown,15.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,CL,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,679.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19507,26,AS-102-A,"01/17/2024-05/09/2024 Lecture Wednesday, Friday 01:00PM - 01:50PM, Simperman Hall, Room 101 (more)...",Jan 17 2024,May  8 2024,Unknown,Unknown,62
2024SP,20291,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,178,A,Entrepreneurship Lectures,1.0,14:15:00,15:30:00,-,Y,-,-,-,Unknown,Unknown,SIMP,314,HYBRD,A. Ryerson,17.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19457,2308,BA-178-A,"01/23/2024-05/07/2024 Hybrid (Remote & In-Person) Tuesday 02:15PM - 03:30PM, Simperman Hall, Room 314",Jan 23 2024,May  7 2024,Unknown,Unknown,64
2024SP,20292,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,204,A,Principles of Managerial Acct,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,331,LEC,B. Marie,31.0,35.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19458,281,BA-204-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 331",Jan 18 2024,May  9 2024,Unknown,Unknown,65
2024SP,20293,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,204,B,Principles of Managerial Acct,3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,331,LEC,B. Marie,33.0,35.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19459,281,BA-204-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 331",Jan 18 2024,May  9 2024,Unknown,Unknown,66
2024SP,20294,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,301,A,Business Law,3.0,15:45:00,17:00:00,-,Y,-,Y,-,Unknown,Unknown,OCON,101,LEC,A. Thomas,39.0,40.0,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19460,283,BA-301-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 03:45PM - 05:00PM, O'Connell Hall, Room 101",Jan 18 2024,May  9 2024,Unknown,Unknown,67
2024SP,20295,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,304,A,Inter Financial Accounting II,3.0,12:00:00,12:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,331,LEC,R. Schanz,16.0,25.0,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19461,292,BA-304-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 331",Jan 17 2024,May  8 2024,Unknown,Unknown,68
2024SP,20296,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,308,A,Human Resource Management,3.0,18:00:00,21:00:00,-,-,Y,-,-,Unknown,Unknown,SIMP,314,LEC,R. McMahon,16.0,30.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19462,2432,BA-308-A,"01/17/2024-05/09/2024 Lecture Wednesday 06:00PM - 09:00PM, Simperman Hall, Room 314",Jan 17 2024,May  8 2024,Unknown,Unknown,69
2024SP,20297,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,309,A,Operations Research,3.0,14:15:00,15:30:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,108,LEC,T. Wendt,11.0,15.0,15.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19463,2429,BA-309-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 108",Jan 18 2024,May  9 2024,Unknown,Unknown,70
2024SP,20298,C,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,313,A,Managerial Finance,3.0,18:45:00,20:00:00,-,Y,-,Y,-,Unknown,Unknown,Unknown,Unknown,LEC,J. Milanovich,0.0,25.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19464,309,BA-313-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 06:45PM - 08:00PM, Room to be Announced",Jan 17 2024,May  9 2024,Unknown,Unknown,71
2024SP,20854,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,313,B,Managerial Finance,3.0,17:15:00,18:30:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,106,LEC,J. Mull,12.0,25.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19991,309,BA-313-B,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Simperman Hall, Room 106",Jan 17 2024,May  8 2024,Unknown,Unknown,72
2024SP,20299,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,315,A,Cost Accounting,3.0,08:00:00,09:15:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,331,HYBRD,B. Marie,15.0,30.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19465,313,BA-315-A,"01/17/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 08:00AM - 09:15AM, Simperman Hall, Room 331",Jan 18 2024,May  9 2024,Unknown,Unknown,73
2024SP,20300,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,322,A,Consumer Behavior,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,OCON,101,HYBRD,A. Ryerson,17.0,35.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19466,320,BA-322-A,"01/18/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 101",Jan 18 2024,May  9 2024,Unknown,Unknown,74
2024SP,20301,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,324,A,Marketing Communication & Prom,3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,OCON,101,HYBRD,A. Ryerson,26.0,35.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19467,329,BA-324-A,"01/18/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 11:00AM - 12:15PM, O'Connell Hall, Room 101",Jan 18 2024,May  9 2024,Unknown,Unknown,75
2024SP,20302,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,360,A,Accounting & Finance Info Syst,3.0,15:45:00,17:00:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,312,LEC,A. Thomas,14.0,24.0,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19468,333,BA-360-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, Simperman Hall, Room 312",Jan 17 2024,May  8 2024,Unknown,Unknown,76
2024SP,20305,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,378,A,Entrepreneurship Practicum,3.0,14:15:00,15:30:00,-,Y,-,-,-,Unknown,Unknown,SIMP,314,HYBRD,A. Ryerson,3.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,Y,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,N,Unknown,Unknown,Y,2024SP,19471,2307,BA-378-A,"01/23/2024-05/07/2024 Hybrid (Remote & In-Person) Tuesday 02:15PM - 03:30PM, Simperman Hall, Room 314",Jan 23 2024,May  7 2024,Unknown,Unknown,79
2024SP,20306,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,402,A,Proj Mgt & Process Improvement,3.0,17:15:00,18:30:00,-,Y,-,Y,-,Unknown,Unknown,OCON,106,LEC,A. Dimian,21.0,30.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19472,2428,BA-402-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 05:15PM - 06:30PM, O'Connell Hall, Room 106",Jan 18 2024,May  9 2024,Unknown,Unknown,80
2024SP,20307,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,410,A,Strategic Management,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,314,LEC,A. Dimian,20.0,32.0,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19473,371,BA-410-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 314",Jan 18 2024,May  9 2024,Unknown,Unknown,81
2024SP,20308,A,Unknown,Unknown,Jan 17 2024,Feb 17 2024,BA,411,A,Investment Planning,1.0,14:00:00,14:50:00,-,-,Y,-,-,Unknown,Unknown,SIMP,106,HYBRD,J. Mull,14.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,Feb 17 2024,Current or Needs Rebuild,N,Nov  5 2023,Jan 17 2024,Jan 25 2024,Feb  8 2024,UG,4.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19474,372,BA-411-A,"01/17/2024-02/14/2024 Hybrid (Remote & In-Person) Wednesday 02:00PM - 02:50PM, Simperman Hall, Room 106",Jan 17 2024,Feb 14 2024,Unknown,Unknown,82
2024SP,20309,A,Unknown,Unknown,Feb 20 2024,May  9 2024,BA,412,A,Insurance Planning,2.0,14:00:00,14:50:00,-,-,Y,-,-,Unknown,Unknown,SIMP,106,HYBRD,J. Mull,5.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Feb 20 2024,May  9 2024,Current or Needs Rebuild,N,Nov  5 2023,Feb 20 2024,Feb 28 2024,Apr 11 2024,UG,11.0,Unknown,+,INST,R2,2.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19475,2474,BA-412-A,"02/21/2024-05/08/2024 Hybrid (Remote & In-Person) Wednesday 02:00PM - 02:50PM, Simperman Hall, Room 106",Feb 21 2024,May  8 2024,Unknown,Unknown,83
2024SP,20310,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,414,A,Retirement Plan & Emp Benefits,3.0,14:00:00,14:50:00,Y,-,-,-,-,Unknown,Unknown,SIMP,234,HYBRD,J. Mull,4.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19476,2475,BA-414-A,"01/22/2024-05/06/2024 Hybrid (Remote & In-Person) Monday 02:00PM - 02:50PM, Simperman Hall, Room 234",Jan 22 2024,May  6 2024,Unknown,Unknown,84
2024SP,20311,A,Unknown,Unknown,Jan 17 2024,May  9 2024,BA,420,A,Governmental & NFP Accounting,3.0,17:15:00,18:30:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,331,LEC,A. Thomas,13.0,24.0,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19477,2431,BA-420-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Simperman Hall, Room 331",Jan 17 2024,May  8 2024,Unknown,Unknown,85
