SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,,,TEST_INDEX
2024SP,20221,A,,,Jan 17 2024,May  9 2024,ANZ,388,B,ANZ Teaching Assistantship,1,,,-,-,-,-,-,,,,,LEC,M. Brustkern,5,8,8,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,1,T,T,4,N,Y,Y,N,,,Y,2024SP,19387,2086,ANZ-388-B,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,34
2024SP,20222,A,,,Jan 17 2024,May  9 2024,ANZ,388,C,ANZ Teaching Assistantship,1,,,-,-,-,-,-,,,,,LEC,M. Demello,3,4,4,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,1,T,T,4,N,Y,Y,N,,,Y,2024SP,19388,2086,ANZ-388-C,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,35
2024SP,20223,A,,,Jan 17 2024,May  9 2024,ANZ,388,D,ANZ Teaching Assistantship,1,,,-,-,-,-,-,,,,,LEC,H. Suthers,0,6,6,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,1,T,T,4,N,Y,Y,N,,,Y,2024SP,19389,2086,ANZ-388-D,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,36
2024SP,20732,C,,,Jan 17 2024,May  9 2024,ANZ,389,A,Senior Seminar Anthrozoology,1,4:00PM,4:50PM,-,-,Y,-,-,,,,,LEC,M. Demello,0,10,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,Y,,3,Y,,19883,1901,ANZ-389-A,"01/17/2024-05/09/2024 Lecture Wednesday 04:00PM - 04:50PM, Room to be Announced",Jan 17 2024,May  9 2024,,,37
2024SP,20733,A,,"This course will allow students to gain real-world experiencesýand prepare themselves to work as professional dog trainersýpost-graduation. The course will cover contract development,ýgroup class content, developing materials for clients, andýlearning how to implement these items in a real group course.ýCommunity members will be invited to complete the group classesýstudents design (aggression and reactivity cases will not beýaccepted due to liability purposes). Students must haveýpreviously completed ANZ 321 and ANZ 321L or receive instructorýpermission.",Jan 17 2024,May  9 2024,ANZ,389,B,Coaching People to Train Dogs,3,5:15PM,6:30PM,-,Y,-,Y,-,,,PCCC,101,LEC,M. Brustkern,7,7,7,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,Y,10,3,Y,,19884,1901,ANZ-389-B,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 05:15PM - 06:30PM, Perkins Call Canine Center, Room 101",Jan 17 2024,May  9 2024,,,38
2024SP,20224,P,,"This course, part of the proposed Anthrozoology EntrepreneurshipýCertificate program offered in conjunction with the BusinessýDepartment at Carroll, offers students an opportunity to create aýbusiness plan for either a for-profit animal-related business, orýfor running an animal-related non-profit organization. The courseýfocuses on the sequence of events that take place starting withýthe original idea for a new animal-related product or service toýactual beginning a new business. It emphasizes the understandingýof the various ""stages"" of development that any new product orýservice must pass, and the various activities each functionalýarea of the organization must contribute, in order to have aýsuccessful business launch.",Jan 17 2024,May  9 2024,ANZ,389,C,Animal-Related Srvcs Nonprofit,3,11:00AM,11:50AM,Y,-,Y,-,Y,,,PCCC,101,LEC,"M. Demello, M. Brustkern",0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19390,1901,ANZ-389-C,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Perkins Call Canine Center, Room 101",Jan 17 2024,May  8 2024,,,39
2024SP,20225,C,,"Canine Olfaction Science, Forensics, and Law.ýThis is an advanced course for those interested in a career withýworking dogs, primarily concerning allýforms of Scent Work. The anatomy and neurobiology of canineýolfaction will be discussed in depth,ýalong with the external aerodynamics and internal fluid dynamicsýof olfaction. Training and selectionýof working dogs versus non-working dogs will be discussed. Weýwill delve into the various scent workýdisciplines available to working dog handlers, Narcoticsýdetection, explosives detection, humanýremains detection, search and rescue,conservation work andýmedical detection applications for dogs.ýRecord keeping, certification,and deployment protocol for all ofýthe aforementioned.Molecularýmovement, and how scent flows in various environments and underývarious conditions will beýcovered.We will be covering how dogs can be utilized to obtainýforensic evidence in crime scenes, andýhow to best be prepared for court testimony in those instances.ýLegal implications and parameters ofýutilizing K9 in both the public and private sectors will beýcovered as well.The information in thisýcourse will be distilled and presented in such a way as to giveýthe student the best advantage whenýapplying for a position in the rapidly growing scent workýindustry.",Jan 17 2024,May  9 2024,ANZ,389,D,Canine Olfaction Sci Foren Law,3,,,-,-,-,-,-,,,,,LEC,To be Announced,0,18,18,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19391,1901,ANZ-389-D,"01/17/2024-05/08/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  8 2024,,,40
2024SP,20734,A,,,Jan 17 2024,May  9 2024,ANZ,422,A,Specialized Animal Training,2,10:00AM,10:50AM,Y,-,Y,-,-,,,PCCC,100,SEM,M. Brustkern,3,4,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,,Y,,19885,2129,ANZ-422-A,"01/17/2024-05/08/2024 Seminar Monday, Wednesday 10:00AM - 10:50AM, Perkins Call Canine Center, Room 100",Jan 17 2024,May  8 2024,,,41
2024SP,20226,A,,,Jan 17 2024,May  9 2024,ANZ,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,H. Suthers,0,4,4,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,2024SP,19392,1845,ANZ-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,42
2024SP,20735,A,,,Jan 17 2024,May  9 2024,ANZ,425,B,Internship,,,,,,,,,,,,,,M. Brustkern,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,,,Needs Build,N,,,,,UG,,,+,INST,UL,,T,T,4,N,Y,Y,Y,10,,Y,,19886,1845,ANZ-425-B,01/17/2024-05/09/2024,Jan 17 2024,May  9 2024,,,43
2024SP,20227,A,,,Jan 17 2024,May  9 2024,ANZ,425,C,Internship,1,,,-,-,-,-,-,,,,,INTR,M. Demello,0,4,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,Y,10,,Y,2024SP,19393,1845,ANZ-425-C,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,44
2024SP,20228,A,,,Jan 17 2024,May  9 2024,ANZ,431,A,Modalities Equine Assisted Srv,2,2:15PM,4:15PM,-,Y,-,-,-,,,PCCC,101,LEC,H. Suthers,3,10,10,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19394,2151,ANZ-431-A,"01/23/2024-05/07/2024 Lecture Tuesday 02:15PM - 04:15PM, Perkins Call Canine Center, Room 101",Jan 23 2024,May  7 2024,,,45
2024SP,20229,A,,,Jan 17 2024,May  9 2024,ANZ,431L,A,Modalities Equine Assisted Lab,1,2:30PM,4:30PM,-,-,-,Y,-,,,EQCT,EQCT,LAB,H. Suthers,3,10,10,,,,300,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,12,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19395,2480,ANZ-431L-A,"01/18/2024-05/09/2024 Lab Thursday 02:30PM - 04:30PM, ANZ Equine Center, Room EQCT",Jan 18 2024,May  9 2024,,,46
2024SP,20230,A,,,Jan 17 2024,May  9 2024,ANZ,442,A,The Science of Animal Welfare,3,5:15PM,6:30PM,Y,-,Y,-,-,,,PCCC,101,LEC,"M. Demello, T. Szymanski",18,26,26,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19396,1858,ANZ-442-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Perkins Call Canine Center, Room 101",Jan 17 2024,May  8 2024,,,47
2024SP,20231,A,,,Jan 17 2024,May  9 2024,ANZ,485,A,Independent Study,1,,,-,-,-,-,-,,,,,INDP,H. Suthers,0,3,3,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,3,N,Y,N,Y,10,,Y,2024SP,19397,1817,ANZ-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,48
2024SP,20736,A,,,Jan 17 2024,May  9 2024,ANZ,485,B,Independent Study,,,,,,,,,,,,,,M. Brustkern,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,,,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,3,N,Y,N,N,,,Y,,19887,1817,ANZ-485-B,01/17/2024-05/09/2024,Jan 17 2024,May  9 2024,,,49
2024SP,20232,A,,,Jan 17 2024,May  9 2024,ANZ,485,C,Independent Study,1,,,-,-,-,-,-,,,,,INDP,M. Demello,0,4,4,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19398,1817,ANZ-485-C,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,50
2024SP,20780,A,,,Jan 17 2024,May  9 2024,ANZ,486,A,Independent Research in ANZ,,,,,,,,,,,,,,M. Brustkern,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,,,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,,19927,2085,ANZ-486-A,01/17/2024-05/09/2024,Jan 17 2024,May  9 2024,,,51
2024SP,20233,A,,,Jan 17 2024,May  9 2024,ANZ,486,B,Independent Research in ANZ,1,,,-,-,-,-,-,,,,,INDP,M. Demello,1,4,4,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,2024SP,19399,2085,ANZ-486-B,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,52
2024SP,20817,A,"The class will offer graduating seniors the opportunity toýexplore contemporary issues in theýfield of Anthrozoology through small group discussions. Studentsýwill learn to link theýtheoretical concepts that they have learned throughout theýcurriculum with the practicalýapplication of those concepts. The course will cover topics inýthe field that are new, exciting,ýand/or of particular relevance.ýThis seminar will carry one unit credit, students are gradedýP/NP, and the class will meet for 1ýhour per week.",,Jan 17 2024,May  9 2024,ANZ,489,A,Special Topic,1,4:00PM,4:50PM,-,-,Y,-,-,,,PCCC,101,LEC,M. Demello,4,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,1,T,T,4,N,Y,Y,Y,10,3,Y,,19962,1981,ANZ-489-A,"01/17/2024-05/08/2024 Lecture Wednesday 04:00PM - 04:50PM, Perkins Call Canine Center, Room 101",Jan 17 2024,May  8 2024,,,53
2024SP,20234,A,,,Jan 17 2024,May  9 2024,ANZ,499,A,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,To be Announced,0,6,6,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,3,N,Y,N,N,,,Y,2024SP,19400,2105,ANZ-499-A,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,54
2024SP,20243,A,,,Jan 17 2024,May  9 2024,ART,112,A,Drawing,3,2:15PM,3:30PM,Y,-,Y,-,-,,,STCH,34,LEC,M. Thomas,18,18,18,,,,35,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,N,Y,10,3,Y,2024SP,19409,17,ART-112-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, St. Charles Hall, Room 034 (more)...",Jan 17 2024,May  8 2024,,,55
2024SP,20243,A,,,Jan 17 2024,May  9 2024,ART,112,A,Drawing,,,,-,-,-,-,-,,,STCH,34,LAB,M. Thomas,,,,,,,,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,Y,10,3,Y,2024SP,19409,17,ART-112-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, St. Charles Hall, Room 034 (more)...",Jan 17 2024,May  8 2024,,,56
2024SP,20244,A,,,Jan 17 2024,May  9 2024,ART,113,A,Digital Photography,3,9:30AM,10:45AM,-,Y,-,Y,-,,,SIMP,114,LEC,G. Thompson,20,19,19,,,,75,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,N,Y,10,3,Y,2024SP,19410,777,ART-113-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 114",Jan 18 2024,May  9 2024,,,57
2024SP,20245,A,,,Jan 17 2024,May  9 2024,ART,113,B,Digital Photography,3,11:00AM,12:15PM,-,Y,-,Y,-,,,SIMP,114,LEC,G. Thompson,21,20,20,,,,75,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,N,Y,10,3,Y,2024SP,19411,777,ART-113-B,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 114",Jan 18 2024,May  9 2024,,,58
2024SP,20246,A,,,Jan 17 2024,May  9 2024,ART,121,A,Art History 14th Cent-Contemp,3,,,-,-,-,-,-,,,,,CYBER,R. Esposito,19,20,20,,,,,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19412,2099,ART-121-A,"01/17/2024-05/09/2024 Online (Asynchronous) Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,59
2024SP,20247,A,,,Jan 17 2024,May  9 2024,ART,206,A,Watercolor Painting,3,3:45PM,5:00PM,Y,-,Y,-,-,,,STCH,34,LEC,M. Thomas,17,16,16,,,,40,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,N,Y,10,3,Y,2024SP,19413,24,ART-206-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, St. Charles Hall, Room 034 (more)...",Jan 17 2024,May  8 2024,,,60
2024SP,20247,A,,,Jan 17 2024,May  9 2024,ART,206,A,Watercolor Painting,,,,-,-,-,-,-,,,,,LAB,M. Thomas,,,,,,,,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,Y,10,3,Y,2024SP,19413,24,ART-206-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, St. Charles Hall, Room 034 (more)...",Jan 17 2024,May  8 2024,,,61
2024SP,20341,A,,,Jan 17 2024,May  9 2024,AS,102,A,Astronomy,3,1:00PM,1:50PM,-,-,Y,-,Y,,,SIMP,101,LEC,K. Cline,28,45,45,,,,15,,,,,-,-,-,-,-,CL,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,679,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19507,26,AS-102-A,"01/17/2024-05/09/2024 Lecture Wednesday, Friday 01:00PM - 01:50PM, Simperman Hall, Room 101 (more)...",Jan 17 2024,May  8 2024,,,62
2024SP,20341,A,,,Jan 17 2024,May  9 2024,AS,102,A,Astronomy,,12:00PM,1:50PM,Y,-,-,-,-,,,SIMP,101,LAB,K. Cline,,,,,,,,,,,,-,-,-,-,-,CL,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,679,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19507,26,AS-102-A,"01/17/2024-05/09/2024 Lecture Wednesday, Friday 01:00PM - 01:50PM, Simperman Hall, Room 101 (more)...",Jan 17 2024,May  8 2024,,,63
2024SP,20291,A,,,Jan 17 2024,May  9 2024,BA,178,A,Entrepreneurship Lectures,1,2:15PM,3:30PM,-,Y,-,-,-,,,SIMP,314,HYBRD,A. Ryerson,17,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19457,2308,BA-178-A,"01/23/2024-05/07/2024 Hybrid (Remote & In-Person) Tuesday 02:15PM - 03:30PM, Simperman Hall, Room 314",Jan 23 2024,May  7 2024,,,64
2024SP,20292,A,,,Jan 17 2024,May  9 2024,BA,204,A,Principles of Managerial Acct,3,9:30AM,10:45AM,-,Y,-,Y,-,,,SIMP,331,LEC,B. Marie,31,35,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19458,281,BA-204-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 331",Jan 18 2024,May  9 2024,,,65
2024SP,20293,A,,,Jan 17 2024,May  9 2024,BA,204,B,Principles of Managerial Acct,3,11:00AM,12:15PM,-,Y,-,Y,-,,,SIMP,331,LEC,B. Marie,33,35,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19459,281,BA-204-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 331",Jan 18 2024,May  9 2024,,,66
2024SP,20294,A,,,Jan 17 2024,May  9 2024,BA,301,A,Business Law,3,3:45PM,5:00PM,-,Y,-,Y,-,,,OCON,101,LEC,A. Thomas,39,40,40,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19460,283,BA-301-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 03:45PM - 05:00PM, O'Connell Hall, Room 101",Jan 18 2024,May  9 2024,,,67
2024SP,20295,A,,,Jan 17 2024,May  9 2024,BA,304,A,Inter Financial Accounting II,3,12:00PM,12:50PM,Y,-,Y,-,Y,,,SIMP,331,LEC,R. Schanz,16,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19461,292,BA-304-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 331",Jan 17 2024,May  8 2024,,,68
2024SP,20296,A,,,Jan 17 2024,May  9 2024,BA,308,A,Human Resource Management,3,6:00PM,9:00PM,-,-,Y,-,-,,,SIMP,314,LEC,R. McMahon,16,30,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19462,2432,BA-308-A,"01/17/2024-05/09/2024 Lecture Wednesday 06:00PM - 09:00PM, Simperman Hall, Room 314",Jan 17 2024,May  8 2024,,,69
2024SP,20297,A,,,Jan 17 2024,May  9 2024,BA,309,A,Operations Research,3,2:15PM,3:30PM,-,Y,-,Y,-,,,SIMP,108,LEC,T. Wendt,11,15,15,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19463,2429,BA-309-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 108",Jan 18 2024,May  9 2024,,,70
2024SP,20298,C,,,Jan 17 2024,May  9 2024,BA,313,A,Managerial Finance,3,6:45PM,8:00PM,-,Y,-,Y,-,,,,,LEC,J. Milanovich,0,25,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19464,309,BA-313-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 06:45PM - 08:00PM, Room to be Announced",Jan 17 2024,May  9 2024,,,71
